name,state,tier_name,mr_kq5_pq1,mr_ktop1_pq1
Sarah Lawrence College,NY,Highly selective private,0.012169213,4.346796e-5
Savannah College Of Art And Design,GA,Nonselective 4-year private,0.009842515,3.7848574e-4
Savannah State University,GA,Selective public,0.040362801,2.088898e-5
School Of The Art Institute Of Chicago,IL,Nonselective 4-year private,0.019892462,0
School Of The Museum Of Fine Arts,MA,Nonselective 4-year private,0.013572698,2.2856703e-4
Schreiner University,TX,Selective private,0.0082969181,5.8123573e-5
Scripps College,CA,Other elite schools (private and public),0.025185836,0.0018967941
Seattle Central Community College,WA,Nonselective 4-year public,0.019780513,2.3426264e-4
Seattle Pacific University,WA,Selective private,0.013475233,0
Seattle University,WA,Selective private,0.019009631,0.0012649348
Seminole State College Of Florida,FL,Nonselective 4-year public,0.01913471,4.104478e-4
Seton Hall University,NJ,Selective private,0.03183965,0.0010200213
Seton Hill University,PA,Selective private,0.013039657,0
Shaw University,NC,Selective private,0.0286758,6.1790466e-5
Shawnee State University,OH,Selective public,0.016727358,3.8249331e-5
Shenandoah University,VA,Selective private,0.010993632,8.0600628e-5
Shepherd University,WV,Selective public,0.011038137,0
Shippensburg University Of Pennsylvania,PA,Selective public,0.013792257,0
Shorter University,GA,Selective private,0.01425923,0.0015636298
Siena College,NY,Selective private,0.01330429,0.0015666921
Siena Heights University,MI,Selective private,0.0081289317,0
Simmons College,MA,Selective private,0.023206858,0
Simpson College,IA,Selective private,0.012289778,0
Simpson University,CA,Selective private,0.016695656,0
Skidmore College,NY,Highly selective private,0.019758493,0.0013540173
Slippery Rock University,PA,Selective public,0.010988096,2.3883593e-4
Smith College,MA,Highly selective private,0.018842867,0.0010955185
Snow College,UT,Nonselective 4-year public,0.0096149491,4.6122595e-4
Sonoma State University,CA,Selective public,0.017271277,1.8929726e-5
South Carolina State University,SC,Selective public,0.027923875,9.1026295e-6
South Florida State College,FL,Nonselective 4-year public,0.015099775,0.0013077331
South Georgia State College,GA,Nonselective 4-year public,0.011333628,7.577685e-5
South Seattle Community College,WA,Nonselective 4-year public,0.032734644,2.2157206e-5
South Texas College,TX,Nonselective 4-year public,0.069092162,0.0012398629
Southeast Missouri State University,MO,Selective public,0.0095555121,2.1981077e-4
Southeastern Louisiana University,LA,Selective public,0.018495673,5.2679714e-4
Southeastern Oklahoma State University,OK,Selective public,0.03238241,3.3091641e-5
Southeastern University,FL,Selective private,0.016231846,0
Southern Adventist University,TN,Selective private,0.024383549,0.0033765445
Southern Arkansas University,AR,Selective public,0.029371753,0.0013635807
Southern Connecticut State University,CT,Selective public,0.014568358,6.1298109e-5
Southern Illinois University At Carbondale,IL,Selective public,0.01311865,3.6353088e-4
Southern Illinois University Edwardsville,IL,Selective public,0.012956618,6.1828998e-4
Southern Methodist University,TX,Highly selective private,0.017678505,0.0030452067
Southern Nazarene University,OK,Selective private,0.010273316,0
Southern New Hampshire University,NH,Selective private,0.01440589,3.2816292e-6
Southern Oregon University,OR,Selective public,0.016108815,4.6860951e-4
Southern Polytechnic State University,GA,Selective public,0.022838436,1.4679902e-5
Southern University And Agricultural & Mechanical Colg At Baton R,LA,Selective public,0.043384399,8.8826922e-4
Southern University At New Orleans,LA,Selective public,0.035815127,0.0011868534
Southern Utah University,UT,Selective public,0.0096598687,3.0200201e-4
Southern Virginia University,VA,Nonselective 4-year private,0.0086929062,1.1010319e-4
Southern Wesleyan University,SC,Selective private,0.007896171,1.0091611e-4
Southwest Baptist University,MO,Selective private,0.010602326,3.5421115e-5
Southwestern Adventist University,TX,Selective private,0.022882435,5.1952188e-4
Southwestern Assemblies Of God University,TX,Nonselective 4-year private,0.016635992,5.7690413e-5
Southwestern College,KS,Selective private,0.027011991,0.0028392537
Southwestern Oklahoma State University,OK,Selective public,0.028698593,8.5024384e-4
Southwestern University,TX,Highly selective private,0.0076792287,1.6793523e-4
Spelman College,GA,Selective private,0.032888282,0.0021256874
Spring Arbor University,MI,Selective private,0.0091817053,1.0893813e-5
Spring Hill College,AL,Selective private,0.025963189,0.0042667836
Springfield College,MA,Selective private,0.0061457339,8.1680925e-4
St. Bonaventure University,NY,Selective private,0.0066686086,4.3511187e-5
St. Catharine College,KY,Nonselective 4-year private,0.0099259363,7.9668869e-5
St. Catherine University,MN,Selective private,0.020494115,2.5081494e-5
St. Edward's University,TX,Selective private,0.026569691,0.0017550766
St. John's College,MD,Highly selective private,0.016536757,1.4964328e-4
St. Lawrence University,NY,Highly selective private,0.020602625,0.0020208352
St. Petersburg College,FL,Nonselective 4-year public,0.016878696,0
Stanford University,CA,Ivy Plus,0.022457635,0.0066273212
"State College Of Florida, Manatee-Sarasota",FL,Nonselective 4-year public,0.014946337,4.9825839e-4
State University Of New York At Albany,NY,Selective public,0.036183577,0.0022573723
State University Of New York At Buffalo,NY,Selective public,0.034704667,0.0020167581
State University Of New York At Farmingdale,NY,Selective public,0.025317978,0
State University Of New York At New Paltz,NY,Selective public,0.036890224,0.0015504799
State University Of New York At Stony Brook,NY,Highly selective public,0.084127478,0.0031922117
State University Of New York College At Plattsburgh,NY,Selective public,0.02040836,7.6709024e-4
State University Of New York College At Potsdam,NY,Selective public,0.012028201,5.9448293e-4
State University Of New York Institute Of Technology At Utica,NY,Selective public,0.024750035,0
Stephen F Austin State University,TX,Selective public,0.019608129,5.4533593e-4
Stephens College,MO,Selective private,0.0071728989,1.5551603e-4
Sterling College,KS,Selective private,0.008410993,0
Stetson University,FL,Selective private,0.026462711,0.0015605765
Stevens Henager College,UT,Nonselective 4-year private,0.012950923,0.0014165108
Stevens Institute Of Technology,NJ,Highly selective private,0.042902324,0.0022622331
Stevenson University,MD,Selective private,0.01626686,1.1272266e-5
Stillman College,AL,Selective private,0.01406983,5.9091653e-5
Stonehill College,MA,Selective private,0.006295267,6.9025889e-5
Suffolk University,MA,Selective private,0.02682866,6.4742455e-4
Sul Ross State University,TX,Selective public,0.052495364,0.0035081219
Susquehanna University,PA,Selective private,0.007308871,0
Swarthmore College,PA,Other elite schools (private and public),0.022861147,0.0060574315
Sweet Briar College,VA,Selective private,0.0080719553,0
Syracuse University,NY,Highly selective private,0.029369734,0.001833383
Tabor College,KS,Selective private,0.021576794,1.1819232e-4
Tarleton State University,TX,Selective public,0.020677008,6.5820682e-4
Taylor University,IN,Selective private,0.010390258,5.7936535e-4
Temple University,PA,Selective public,0.033044096,0.0015557451
Tennessee State University,TN,Selective public,0.029438972,6.4186554e-4
Tennessee Technological University,TN,Selective public,0.023016704,0
Tennessee Wesleyan College,TN,Selective private,0.0098634427,1.1306488e-4
Texas A&M International University,TX,Nonselective 4-year public,0.080873959,2.1582564e-5
Texas A&M University,TX,Highly selective public,0.014348201,0.0013531814
Texas A&M University - Commerce,TX,Selective public,0.019332644,5.4873421e-4
Texas A&M University - Corpus Christi,TX,Selective public,0.022967625,8.4917637e-4
Texas A&M University - Kingsville,TX,Selective public,0.05293503,0.0016247159
Texas Christian University,TX,Highly selective private,0.010120558,0.0013076975
Texas Lutheran University,TX,Selective private,0.024114691,0.0017429005
Texas Southern University,TX,Selective public,0.034088165,6.0877361e-4
Texas State University,TX,Selective public,0.014921669,3.2752563e-4
Texas Tech University,TX,Selective public,0.015510181,0.0013088087
Texas Wesleyan University,TX,Selective private,0.013073719,1.2584799e-4
Texas Woman's University,TX,Selective public,0.025340879,0
Thiel College,PA,Selective private,0.019863466,1.072935e-4
Thomas A Edison State College,NJ,Nonselective 4-year public,0.041882176,4.797932e-6
Thomas College,ME,Selective private,0.02988348,4.8033562e-5
Thomas More College,KY,Selective private,0.011097357,7.2150474e-4
Tiffin University,OH,Selective private,0.0054639587,2.8489771e-7
Transylvania University,KY,Selective private,0.015476429,0.0013789946
Trevecca Nazarene University,TN,Selective private,0.0042032902,0.0016383278
Trine University,IN,Selective private,0.019929627,7.4822252e-5
Trinity Christian College,IL,Selective private,0.011040245,1.9809246e-5
"Trinity College of Hartford, CT",CT,Highly selective private,0.019886125,0.0022425894
Trinity International University,IL,Selective private,0.0060571944,0
Trinity University,TX,Highly selective private,0.011731648,0
Trocaire College,NY,Nonselective 4-year private,0.06736102,2.2334776e-4
"Troy University And Troy State Universities, Montgomery And Dothan",AL,Selective public,0.023605941,4.6010417e-4
Truett Mcconnell College,GA,Nonselective 4-year private,0.0085553797,0.0014311242
Truman State University,MO,Selective public,0.007500594,5.1584421e-4
Tufts University,MA,Other elite schools (private and public),0.021266045,0.003530148
Tusculum College,TN,Selective private,0.0066619669,4.0778104e-5
Tuskegee University,AL,Selective private,0.052321043,0
"Union College of Barbourville, KY",KY,Selective private,0.042775631,6.9547714e-5
"Union College of Schenectady, NY",NY,Highly selective private,0.019334517,7.4113696e-4
Union University,TN,Selective private,0.019848457,3.2002736e-5
United Talmudical Seminary,NY,Nonselective 4-year private,0.071770497,0.0039573028
University Of Akron,OH,Selective public,0.012058979,4.130071e-4
University Of Alabama,AL,Selective public,0.016160509,5.7637325e-4
University Of Alabama At Birmingham,AL,Selective public,0.018933684,7.1746524e-4
University Of Alabama In Huntsville,AL,Selective public,0.023543155,0
University Of Alaska System,AK,Selective public,0.015362619,2.9547221e-4
University Of Arkansas,AR,Selective public,0.023464656,0.0016093244
University Of Arkansas At Fort Smith,AR,Nonselective 4-year public,0.019953473,0.0010301139
University Of Arkansas At Little Rock,AR,Selective public,0.020554366,0
University Of Arkansas At Monticello,AR,Selective public,0.026918091,2.5570782e-5
University Of Arkansas At Pine Bluff,AR,Selective public,0.028306451,1.3754332e-4
University Of Bridgeport,CT,Selective private,0.028920719,1.201491e-4
"University Of California, Berkeley",CA,Highly selective public,0.048850957,0.0076398184
"University Of California, Davis",CA,Selective public,0.044437986,0.0029225231
"University Of California, Irvine",CA,Highly selective public,0.067682147,0.0030904582
"University Of California, Los Angeles",CA,Other elite schools (private and public),0.055962522,0.004506941
"University Of California, Riverside",CA,Selective public,0.060172301,9.895676e-4
"University Of California, San Diego",CA,Highly selective public,0.048327465,0.0039897105
"University Of California, Santa Barbara",CA,Highly selective public,0.030754454,0.0017355393
"University Of California, Santa Cruz",CA,Selective public,0.027699087,5.7032809e-4
University Of Central Arkansas,AR,Selective public,0.021545719,0.0011306307
University Of Central Florida,FL,Selective public,0.025976531,9.1228273e-4
University Of Central Missouri,MO,Selective public,0.0084636854,0
University Of Central Oklahoma,OK,Selective public,0.01706117,8.896488e-4
University Of Charleston,WV,Selective private,0.012052436,4.6281159e-5
University Of Chicago,IL,Ivy Plus,0.019408904,0.0049604098
University Of Cincinnati,OH,Selective public,0.01036342,4.6299768e-4
University Of Colorado System,CO,Selective public,0.012256199,5.0701405e-4
University Of Connecticut,CT,Highly selective public,0.017135376,8.1910024e-4
University Of Dallas,TX,Selective private,0.01315752,2.0396748e-5
University Of Dayton,OH,Selective private,0.0064703356,4.1319488e-4
University Of Delaware,DE,Selective public,0.0087063462,3.6523925e-4
University Of Denver,CO,Selective private,0.014104524,0.0012180753
University Of Detroit Mercy,MI,Selective private,0.018596377,8.9852663e-4
University Of Evansville,IN,Selective private,0.011167428,0.0014174253
University Of Findlay,OH,Selective private,0.0098107625,0.0012144683
University Of Florida,FL,Highly selective public,0.026087113,0.002116537
University Of Georgia,GA,Highly selective public,0.01061404,0.0010381811
University Of Hartford,CT,Selective private,0.013198072,3.0669081e-4
University Of Hawaii And Hawaii Community Colleges,HI,Selective public,0.017558586,2.8338036e-4
University Of Houston System,TX,Selective public,0.049141705,0.0018027746
University Of Idaho,ID,Selective public,0.015251331,6.3386059e-4
University Of Illinois System,IL,Highly selective public,0.021192649,0.0010620097
University Of Indianapolis,IN,Selective private,0.0096931811,6.8293494e-4
University Of Iowa,IA,Selective public,0.010060681,9.7488123e-4
University Of Kansas,KS,Selective public,0.0095507437,9.6891943e-4
University Of Kentucky,KY,Selective public,0.0095957257,4.512236e-4
University Of La Verne,CA,Selective private,0.036298785,0.0011878135
University Of Louisiana At Lafayette,LA,Selective public,0.027127836,7.733517e-4
University Of Louisiana At Monroe,LA,Selective public,0.036614422,0.0014642936
University Of Louisville,KY,Selective public,0.012302854,3.0674803e-4
University Of Maine System,ME,Selective public,0.013956944,5.2320998e-4
University Of Mary,ND,Selective private,0.024269696,0.0013186499
University Of Mary Hardin-Baylor,TX,Selective private,0.019624859,8.7326759e-4
University Of Mary Washington,VA,Selective public,0.0076948632,4.9952231e-4
University Of Maryland System (Except University College) And Baltimore City Community College,MD,Highly selective public,0.022417931,7.116333e-4
University Of Maryland University College,MD,Nonselective 4-year public,0.038532518,4.1558026e-4
University Of Massachusetts System,MA,Selective public,0.020928269,6.2992959e-4
University Of Memphis,TN,Selective public,0.012482209,1.5977857e-4
University Of Miami,FL,Other elite schools (private and public),0.029765638,0.0028833125
University Of Michigan - Ann Arbor,MI,Highly selective public,0.015084569,0.0017168189
University Of Michigan - Dearborn,MI,Selective public,0.023838041,0.0023805117
University Of Michigan - Flint,MI,Selective public,0.01624147,5.8072555e-4
University Of Minnesota System,MN,Highly selective public,0.011697055,7.4294565e-4
University Of Mississippi,MS,Selective public,0.016521731,9.9206087e-4
University Of Missouri System And Missouri University Of Science And Technology,MO,Selective public,0.011646654,6.0673495e-4
University Of Mobile,AL,Selective private,0.01024286,7.358678e-5
University Of Montana,MT,Selective public,0.013028888,1.3244718e-6
University Of Montana Western,MT,Selective public,0.018436743,0.0017162486
University Of Montevallo,AL,Selective public,0.010199877,0
University Of Mount Olive,NC,Selective private,0.012975934,1.5502357e-5
University Of Mount Union,OH,Selective private,0.011336589,0.001284437
University Of Nebraska System,NE,Selective public,0.012720068,4.0815069e-4
"University Of Nevada , Reno",NV,Selective public,0.011658425,6.7631056e-4
University Of Nevada - Las Vegas,NV,Selective public,0.018881215,4.7213543e-4
University Of New England,ME,Selective private,0.010725766,6.2388513e-5
University Of New Hampshire,NH,Selective public,0.011960809,6.2590512e-4
University Of New Haven,CT,Selective private,0.018366631,5.1887302e-5
University Of New Mexico,NM,Selective public,0.020363495,3.7016632e-4
University Of New Orleans,LA,Selective public,0.030657338,6.6367112e-4
University Of North Alabama,AL,Selective public,0.014887502,4.2706306e-4
University Of North Carolina  Asheville,NC,Selective public,0.0070221387,4.380797e-5
University Of North Carolina - Chapel Hill,NC,Other elite schools (private and public),0.011518728,8.7036582e-4
University Of North Carolina - Charlotte,NC,Selective public,0.01638039,3.142049e-4
University Of North Carolina - Greensboro,NC,Selective public,0.012650148,5.660468e-4
University Of North Carolina At Pembroke,NC,Selective public,0.019961538,2.6338612e-5
University Of North Carolina At Wilmington,NC,Selective public,0.0071167783,0
University Of North Carolina School Of The Arts,NC,Nonselective 4-year public,0.01387042,6.5260559e-5
University Of North Dakota,ND,Selective public,0.015714563,3.7313631e-4
University Of North Florida,FL,Selective public,0.016936943,7.0068804e-6
University Of North Georgia,GA,Selective public,0.012176153,4.8715892e-4
University Of North Texas,TX,Selective public,0.014619863,2.2100797e-4
University Of Northern Colorado,CO,Selective public,0.010328252,1.7984951e-4
University Of Northern Iowa,IA,Selective public,0.01121862,6.0614594e-4
University Of Northwestern- St Paul,MN,Selective private,0.010495855,2.5840962e-5
University Of Notre Dame,IN,Other elite schools (private and public),0.0089727286,0.001743529
University Of Oklahoma,OK,Selective public,0.019244652,0.001142643
University Of Oregon,OR,Selective public,0.014200409,0.001079015
University Of Pennsylvania,PA,Ivy Plus,0.020525046,0.0051114415
University Of Pikeville,KY,Selective private,0.015828652,1.3034676e-4
University Of Pittsburgh System,PA,Highly selective public,0.01799047,7.8051985e-4
University Of Portland,OR,Selective private,0.0092387525,8.647392e-5
University Of Puget Sound,WA,Highly selective private,0.0073641879,6.49305e-4
University Of Redlands,CA,Selective private,0.017173236,0
University Of Rhode Island,RI,Selective public,0.015883412,0
University Of Richmond,VA,Other elite schools (private and public),0.0064246743,4.286216e-4
University Of Rio Grande,OH,Selective private,0.012656126,4.1185078e-5
University Of Rochester,NY,Other elite schools (private and public),0.030212082,0.0037142779
"University Of Saint Francis of Fort Wayne, IN",IN,Selective private,0.0084346281,0.0014324071
"University Of Saint Francis of Joliet, IL",IL,Selective private,0.013452135,0
University Of Saint Joseph,CT,Selective private,0.030457607,0
"University Of Saint Thomas of Houston, TX",TX,Selective private,0.028413193,5.8549729e-5
"University Of Saint Thomas of Saint Paul, MN",MN,Selective private,0.0097989738,2.7057002e-4
University Of San Diego,CA,Highly selective private,0.023036603,5.1459868e-4
University Of San Francisco,CA,Selective private,0.027077734,5.3568848e-4
University Of Science & Arts Of Oklahoma,OK,Selective public,0.020168917,6.222738e-5
University Of Scranton,PA,Selective private,0.015549001,7.2749011e-4
University Of Sioux Falls,SD,Selective private,0.014573715,6.1268467e-5
University Of South Alabama,AL,Selective public,0.019542847,2.5485171e-4
University Of South Carolina System,SC,Selective public,0.016827494,4.4944926e-4
"University Of South Dakota, South Dakota State Universities And South Dakota School Of Mines And Technology",SD,Selective public,0.016158605,9.2672207e-4
University Of South Florida,FL,Selective public,0.027492894,0.001806843
University Of Southern California,CA,Other elite schools (private and public),0.039329737,0.0032740091
University Of Southern Indiana,IN,Selective public,0.006327522,1.8191617e-4
University Of Southern Mississippi,MS,Selective public,0.021440152,8.3912368e-4
University Of Tampa,FL,Selective private,0.026373705,0
University Of Tennessee System,TN,Selective public,0.012680815,8.5210177e-4
University Of Texas - Pan American,TX,Selective public,0.076487988,0.0025139302
University Of Texas At Arlington,TX,Selective public,0.025995217,0.0011846466
University Of Texas At Austin,TX,Highly selective public,0.022225698,0.0020473851
University Of Texas At Brownsville,TX,Nonselective 4-year public,0.06644889,0.001444945
University Of Texas At Dallas,TX,Highly selective public,0.024302004,0.0021781768
University Of Texas At El Paso,TX,Selective public,0.06820751,0.0010027139
University Of Texas At San Antonio,TX,Selective public,0.029185917,7.3564734e-4
University Of Texas At Tyler,TX,Nonselective 4-year public,0.021375498,0
University Of Texas Of The Permian Basin,TX,Nonselective 4-year public,0.029882222,0.0073725837
University Of The Arts,PA,Nonselective 4-year private,0.0064592357,0
University Of The Cumberlands,KY,Selective private,0.023227936,7.927003e-5
University Of The District Of Columbia,DC,Selective public,0.03778879,0
University Of The Incarnate Word,TX,Selective private,0.028314995,0.0011116622
University Of The Ozarks,AR,Selective private,0.0093466211,0
University Of The Pacific,CA,Selective private,0.04254083,5.4433756e-4
University Of The Sciences In Philadelphia,PA,Selective private,0.033514135,8.1698836e-6
University Of The South,TN,Highly selective private,0.011153774,7.9904991e-4
University Of Toledo,OH,Selective public,0.011262643,2.2750716e-4
University Of Tulsa,OK,Highly selective private,0.011506592,7.5467146e-4
University Of Utah,UT,Selective public,0.011315004,4.6642942e-4
University Of Vermont And State Agricultural College,VT,Selective public,0.011759596,9.0163994e-6
University Of Virginia,VA,Other elite schools (private and public),0.014619415,0.001019173
University Of Virginia's College At Wise,VA,Selective public,0.024868697,0
University Of Washington System,WA,Selective public,0.024520488,0.0014539137
University Of West Alabama,AL,Selective public,0.024878439,5.2374155e-5
University Of West Florida,FL,Selective public,0.02001611,3.8712187e-4
University Of West Georgia,GA,Selective public,0.014645496,0
University Of Wisconsin System,WI,Highly selective public,0.0087985052,2.1696437e-4
University Of Wyoming,WY,Selective public,0.015060502,4.6182488e-4
Upper Iowa University,IA,Selective private,0.014431433,0
Urbana University,OH,Selective private,0.0052408893,0
Ursinus College,PA,Selective private,0.0096541364,1.2437408e-4
Ursuline College,OH,Selective private,0.017069841,0
Utah State University,UT,Selective public,0.0064854589,2.5162735e-4
Utah Valley University,UT,Nonselective 4-year public,0.0092348391,9.0082656e-5
Utica College,NY,Selective private,0.05026231,0.0038545625
Valdosta State University,GA,Selective public,0.012920764,4.6497303e-6
Valencia College,FL,Nonselective 4-year public,0.021379003,4.0104438e-4
Valley City State University,ND,Selective public,0.021546252,6.6341727e-6
Valparaiso University,IN,Selective private,0.0080710137,0.0010203683
Vanderbilt University,TN,Other elite schools (private and public),0.014718471,0.0032208243
Vanguard University Of Southern California,CA,Selective private,0.011353597,0
Vassar College,NY,Other elite schools (private and public),0.010944489,5.9604581e-4
Vaughn College Of Aeronautics And Technology,NY,Nonselective 4-year private,0.16357975,0.0064442917
Villanova University,PA,Other elite schools (private and public),0.013182082,0.0017423135
Vincennes University,IN,Nonselective 4-year public,0.017317109,0
Virginia Commonwealth University,VA,Selective public,0.019243585,6.5676251e-4
Virginia Military Institute,VA,Selective public,0.019949649,4.8209025e-5
Virginia Polytechnic Institute & State University,VA,Highly selective public,0.013518651,5.1297265e-4
Virginia State University,VA,Selective public,0.034331579,4.6399984e-4
Virginia Wesleyan College,VA,Selective private,0.01279017,3.1621999e-5
Viterbo University,WI,Selective private,0.008021649,1.6331278e-5
Wabash College,IN,Selective private,0.017322537,6.5311842e-4
Wagner College,NY,Selective private,0.021850966,0
Wake Forest University,NC,Other elite schools (private and public),0.0072119986,0.0010160973
Walla Walla University,WA,Selective private,0.012220651,0.0012968086
Walsh University,OH,Selective private,0.0063308454,0
Warren Wilson College,NC,Selective private,0.006320864,1.3555849e-5
Wartburg College,IA,Selective private,0.0076405262,0.0013337993
Washburn University - Topeka,KS,Selective public,0.0091756936,9.2042977e-4
Washington Adventist University,MD,Selective private,0.015974376,0.0028820022
Washington And Jefferson College,PA,Selective private,0.013819983,2.691203e-4
Washington And Lee University,VA,Other elite schools (private and public),0.00570929,7.5171405e-4
Washington College,MD,Selective private,0.01230266,0.002701846
Washington State University,WA,Selective public,0.014843442,4.9780199e-4
Washington University In St. Louis,MO,Other elite schools (private and public),0.01037176,9.6048356e-4
Wayland Baptist University,TX,Selective private,0.019498071,0.0015291033
Wayne State College,NE,Selective public,0.0098945107,7.6767144e-4
Wayne State University,MI,Selective public,0.024474362,3.7349062e-4
Waynesburg University,PA,Selective private,0.023815975,0.0012612471
Webber International University,FL,Selective private,0.014950736,5.0316317e-5
Weber State University,UT,Selective public,0.0086152814,7.089937e-4
Webster University,MO,Selective private,0.0087023275,7.6418999e-4
Wellesley College,MA,Other elite schools (private and public),0.024083447,0.0044665784
Wells College,NY,Selective private,0.024599908,3.4309978e-5
Wentworth Institute Of Technology,MA,Selective private,0.026162557,1.4333073e-5
Wesley College,DE,Selective private,0.023901707,7.891389e-4
Wesleyan University,CT,Other elite schools (private and public),0.019636208,0.0019171118
West Chester University Of Pennsylvania,PA,Selective public,0.012733021,3.482367e-4
West Liberty University,WV,Selective public,0.012908548,3.3754073e-5
West Texas A&M University,TX,Selective public,0.021536281,7.5101631e-4
West Virginia Community And Technical College System,WV,Selective public,0.015997078,0
West Virginia State University,WV,Selective public,0.013531802,6.5348453e-5
"West Virginia University, West Virginia University Institute Of Technology, West Virginia University - Parkersburg, And Potomac State College",WV,Selective public,0.016364807,6.8705872e-4
West Virginia Wesleyan College,WV,Selective private,0.0058931899,5.0100261e-5
Western Carolina University,NC,Selective public,0.011105026,0
Western Connecticut State University,CT,Selective public,0.017392995,4.8159689e-4
Western Illinois University,IL,Selective public,0.011547994,2.5056132e-5
Western Kentucky University,KY,Selective public,0.014070529,0.0011999116
Western Michigan University,MI,Selective public,0.010054297,6.6462897e-5
Western Nevada College,NV,Nonselective 4-year public,0.012122547,0
Western New England University,MA,Selective private,0.020167124,7.1830006e-4
Western New Mexico University,NM,Selective public,0.030912109,0
Western Oregon University,OR,Selective public,0.012520499,4.4889693e-4
Western State Colorado University,CO,Selective public,0.0077849077,0
Western Washington University,WA,Selective public,0.011292228,8.4775913e-4
Westfield State University,MA,Selective public,0.0089962315,0
"Westminster College of Fulton, MO",MO,Selective private,0.015415492,1.546523e-4
"Westminster College of New Wilmington, PA",PA,Selective private,0.018366123,1.8154783e-4
"Westminster College of Salt Lake City, UT",UT,Selective private,0.017022833,0.0014162814
Westmont College,CA,Highly selective private,0.010913183,0
"Wheaton College of Norton, MA",MA,Highly selective private,0.012640215,9.0110151e-4
"Wheaton College of Wheaton, IL",IL,Highly selective private,0.017115509,0.0010835392
Wheeling Jesuit University,WV,Selective private,0.013205372,0
Wheelock College,MA,Selective private,0.0097018294,3.1558036e-5
Whitman College,WA,Other elite schools (private and public),0.0088804727,0
Whittier College,CA,Selective private,0.029580679,0.0011860904
Whitworth University,WA,Selective private,0.0050186208,0
Wichita State University,KS,Selective public,0.01209196,9.1999059e-4
Widener University,PA,Selective private,0.020144884,6.5735343e-4
Wilkes University,PA,Selective private,0.028792452,0.0018546669
Willamette University,OR,Selective private,0.018352445,0.0017600862
William Carey University,MS,Selective private,0.020372465,0.0017898406
William Jewell College,MO,Selective private,0.0055289064,0
William Paterson University Of New Jersey,NJ,Selective public,0.028375005,5.0049915e-4
William Peace University,NC,Nonselective 4-year private,0.0068549928,0
William Penn University,IA,Selective private,0.016139179,1.6934953e-6
William Woods University,MO,Selective private,0.002847332,1.6479925e-4
Williams Baptist College,AR,Selective private,0.014642493,3.4790595e-5
Williams College,MA,Other elite schools (private and public),0.0098658074,0.0017843659
Wilmington College,OH,Selective private,0.009329536,0
Wilmington University,DE,Selective private,0.0083767185,0
Wingate University,NC,Selective private,0.012407327,6.043856e-5
Winston-Salem State University,NC,Selective public,0.030280408,5.4621569e-6
Winthrop University,SC,Selective public,0.013888506,3.6087248e-4
Wisconsin Lutheran College,WI,Selective private,0.0062708403,2.5688755e-4
Wittenberg University,OH,Selective private,0.0079834191,1.0307731e-4
Wofford College,SC,Highly selective private,0.011826379,0
Woodbury University,CA,Selective private,0.06364359,7.8702615e-6
Worcester Polytechnic Institute,MA,Highly selective private,0.021758402,0.0011657587
Worcester State University,MA,Selective public,0.014952938,0
Wright Career College,KS,Nonselective 4-year private,0.0047843605,6.6053694e-6
Wright State University,OH,Selective public,0.0077764117,4.7198814e-6
Xavier University,OH,Selective private,0.0084580183,8.2500227e-4
Xavier University Of Louisiana,LA,Selective private,0.052551392,0.0035302346
Yale University,CT,Ivy Plus,0.020817067,0.0038495241
Yeshiva University,NY,Selective private,0.015016814,0.0015225436
Young Harris College,GA,Nonselective 4-year private,0.003371614,0
Youngstown State University,OH,Selective public,0.013419556,3.4252406e-4
